ea_a060_pest_regularly	ECTO:0000530
ea_b092_solvent_d	ECTO:9000107
ea_b092a_benzene	ECTO:9000034
ea_b092b_chloroform	ECTO:9000042
ea_b092c_chloroprene	ECTO:9000043
ea_b092d_dichlorobenzene	ECTO:9000058
ea_b092e_ethyl_benzene	ECTO:9000059
ea_b092f_ethyl_dichloride	ECTO:9000039
ea_b092g_perchloroethylene	ECTO:9000074
ea_b092h_toluene	ECTO:9000036
ea_b092i_trichloroethylene	ECTO:9000530
ea_b092j_xylenes	ECTO:9000035
ea_b098a_brake_fluid	ECTO:0500001
ea_b098b_transmission_fluid	ECTO:0500003
ea_b098c_hydraulic_fluid	ECTO:0500002
ea_b098d_motor_oil	ECTO:0500004
ea_b104_cleaning_d	ECTO:0500011
ea_b104a_bleach	ECTO:9000076
ea_b104b_ammonia	ECTO:9000031
ea_b104c_carbon_tetrachloride	ECTO:9000048
ea_b110_metal_d	ECTO:9002163
ea_b110a_arsenic	ECTO_9000032
ea_b110b_beryllium	ECTO:9000941
ea_b110c_cadmium	ECTO_0001566
ea_b110d_chromates	ECTO:9000038
ea_b110e_lead	ECTO_9000945
ea_b110f_mercury	ECTO_0001571
ea_b110g_nickel	ECTO:9000063
ea_b116_alcohol_d	ECTO:9000026
ea_b116a_isopropanol	ECTO:9000099
ea_b116b_methanol	ECTO:9000028
ea_b116c_ethanol	ECTO:9000027
ea_b116d_butanol	ECTO:9000424
ea_b122_pest_d	ECTO:0000530
ea_b122a_ethyl_dibromide	ECTO:9000060
ea_b122b_chlorinated_naph	ECTO:9002147
ea_b122c_insecticides	ECTO:9000089
ea_b122d_fungicides	ECTO:9000092
ea_b122e_herbicides	ECTO:0000515
ea_b122f_ethyl_fumigants	ECTO:9002113
ea_b122g_rodenticides	ECTO:9000090
ea_b128_plastic_d	ECTO:7000147
ea_b128a_bpa	ECTO:9000057
ea_b128b_vinyl_chloride	ECTO:9001302
ea_b128c_styrene	ECTO:9000069
ea_b128d_phosgene	ECTO:9000070
ea_b128e_phenol	ECTO:9000071
ea_b128f_tdi	ECTO:9000103
ea_b128g_methylene_bis	ECTO:9000104
ea_b134_dust_d	ECTO:7000001
ea_b134a_coal_dust	ECTO:7000005
ea_b134b_fiberglass	ECTO:7000017
ea_b134c_rock_dust	ECTO:7000144
ea_b134d_silica	ECTO:7000030
ea_b134e_talc	ECTO:7000028
ea_b140_emissions_d	ECTO:7000139
ea_b140a_nitrous_oxide	ECTO:9000051
ea_b140b_carbon_dioxide	ECTO:9000049
ea_b140c_carbon_monoxide	ECTO:0000207
ea_b140d_ozone	ECTO:9000052
ea_b146a_pbbs	ECTO:9001538
ea_b146b_pcbs	ECTO:9000068
ea_b146c_radiation	ECTO:0000001
ea_b146d_xrays	ECTO:8000046
ea_b146e_welding	ECTO:7000129
ea_b152_acid_d	ECTO:9002146
ea_b152a_hydrochloric_acid	ECTO:9000016
ea_b152b_sulfuric_acid	ECTO:9000017
ea_b152c_phosphoric_acid	ECTO:9000018
ea_b152d_acetic_acid	ECTO:9000019
ea_b152e_nitric_acid	ECTO:9000020
ea_b158_alkalis_d	ECTO:9000021
ea_b158a_sodium_oh	ECTO:9000022
ea_b158b_calcium_oh	ECTO:9000024
ea_b158c_potassium_oh	ECTO:9000025
ea_b158d_magnesium_oh	ECTO:9000023
ea_b164_stains_d	ECTO:0500015
ea_b164a_shellac	ECTO:7000132
ea_b164b_wood	ECTO:0500016
ea_b164c_resin	ECTO:7000131
ea_b164d_polyurethane	ECTO:9000082
ea_b164e_lacquer	ECTO:0500017
ea_b164f_acrylic	ECTO:7000142
ea_b170_paint_d	ECTO:0500024
ea_b170a_primer	ECTO:7000140
ea_b170b_enamel	ECTO:0500021
ea_b170c_oil_based	ECTO:7000141
ea_b170d_acrylic	ECTO:7000142
ea_b170e_luminescent	ECTO:7000143
ea_b170f_acetone	ECTO:9000085
ea_b170g_turpentine	ECTO:0500022
ea_b170h_naphtha	ECTO:0500023
ea_b170i_ethyl_ket	ECTO:9000083
ea_b176a_desflurane	ECTO:9002164
ea_b176b_enflurane	ECTO:9001437
ea_b176c_halothane	ECTO:9001450
ea_b176d_isoflurane	ECTO:9002166
ea_b176e_methoxyflurane	ECTO:9001465
ea_b176f_nitrous	ECTO:9000051
ea_b176g_sevoflurane	ECTO:9002165
ea_b182_adhesives_d	ECTO:7000130
ea_b182a_white_glue	ECTO:9000079
ea_b182b_rubber_cement	ECTO:7000149
ea_b182c_neoprene	ECTO:9002141
ea_b182d_vinyl_a	ECTO:9002150
ea_b182e_epoxy	ECTO:9002142
ea_b182f_urethane	ECTO:9000081
ea_b182g_polyimides	ECTO:9002143
ea_b182h_cyanoacrylates	ECTO:7000146
ea_b182i_wallpaper_paste	ECTO:7000150
ea_b194_ink_d	ECTO:7000157
ea_b194a_hair_dye	ECTO:7000151
ea_b194b_leather_dye	ECTO:0500006
ea_b194c_textile_dye	ECTO:0500008
ea_b194d_paper_dye	ECTO:0500007
ea_b194e_india_ink	ECTO:0500009
ea_b194f_inkjet	ECTO:7000155
ea_b194g_gel_ink	ECTO:7000153
ea_b194h_pen_ink	ECTO:0500010
ea_b194j_soy_ink	ECTO:7000154
ea_b194k_pharma_ink	ECTO:7000152
