"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","SWEET CORN, FRESH MARKET - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","SWEET CORN, FRESH MARKET - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","SWEET CORN, FRESH MARKET - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AMETOCTRADIN = 119210)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYAZOFAMID = 85651)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPROCONAZOLE = 128993)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIMETHOMORPH = 268800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PICOXYSTROBIN = 129200)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, 2-EHE = 30063)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, TRIISO. SALT = 30035)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ACETOCHLOR = 121601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ALACHLOR = 90501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ATRAZINE = 80803)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BENTAZON = 103901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BICYCLOPYRONE = 18986)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMACIL = 12301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMOXYNIL HEPTAN. = 128920)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (BROMOXYNIL OCTANOATE = 35302)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOMAZONE = 125401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID = 117403)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLOPYRALID MONO SALT = 117401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA = 29801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA, DIMET. SALT = 29802)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DICAMBA, SODIUM SALT = 29806)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIMETHENAMID-P = 120051)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ETHALFLURALIN = 113101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUFENACET = 121903)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMETSULAM = 129016)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE DIM. SALT = 103608)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (HALOSULFURON-METHYL = 128721)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (LINURON = 35506)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (MESOTRIONE = 122990)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METOLACHLOR = 108801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METSULFURON-METHYL = 122010)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NICOSULFURON = 129008)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PRONAMIDE = 101701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (RIMSULFURON = 129009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TEMBOTRIONE = 12801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIENCARBAZONE-METHY = 15804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (THIFENSULFURON = 128845)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOPRAMEZONE = 123009)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","SWEET CORN","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
